8550301	-0.09811979 -0.14811622 0.11963909 -0.38564238 0.47319663 -0.04473217 0.26853624 0.44215786 0.18438418 -0.29329386 -0.04374393 0.4130754 -0.12621981 -0.33355615 -0.4278605 0.15361822 -0.1017909 -0.0630224 0.32596335 -0.1629466 -0.47140408 -0.0132307345 -0.08560633 0.12143486 -0.13766167 0.14788903 0.22732717 0.14454523 0.10627472 -0.051954385 -0.038542558 0.536221 -0.28851238 0.048455577 -0.103263244 -0.0018477837 0.25712243 0.1958675 -0.22613154 0.113643065 0.38089043 0.048608165 0.010501093 -0.29050183 0.030665293 -0.6060195 0.12266056 -0.048838224 0.15838408 -0.19177096 -0.39609772 0.34908623 0.027207986 -0.43843392 0.47253275 -0.06349325 0.716452 0.40938395 -0.47580504 0.05955656 0.1117399 -0.17968503 0.06614332 -0.32873562 0.031729672 -0.4422895 0.14299852 0.2977114 -0.29787013 -0.08933053 0.050327957 0.21135992 -0.19292563 -0.1354249 0.3866058 -0.15726292 0.08381697 -0.2614366 0.034110513 0.07702736 -0.46358842 -0.19804236 -0.033909146 -0.004775871 -0.15856898 0.2402245 -0.092999645 0.0013507801 -0.055332698 0.43190342 0.16420092 -0.17510228 0.4296159 -0.080951795 -0.34975418 0.11063881 0.023951374 -0.7715295 0.15294126 0.21383493 -0.15896207 0.31485745 -0.16344544 -0.13353872 -0.16039401 -0.07452598 0.27817798 0.15642463 -0.18636465 -0.3838953 0.18753247 -0.17184576 -0.008474963 0.37654772 -0.016345883 0.18175955 -0.14820549 0.26888126 0.45504838 -0.11212431 0.37606528 0.020856088 -0.11986038 0.24073061 0.13581678 -0.19994812 0.12892577 -0.0783425
8870360	-0.45201036 -0.029186256 0.18756124 -0.18973029 0.57836413 0.2775697 -0.059312638 -0.049321786 0.33692393 -0.20239605 -0.24231875 0.17734261 -0.2075615 -0.27718765 -0.087212816 0.36820978 -0.03549671 -0.056573763 0.25682747 0.15833771 0.285558 -0.20361221 0.19599845 0.30548444 -0.07966809 0.036143266 0.021890912 0.19727416 0.04959182 -0.3907778 -0.029919935 0.055105515 -0.22900866 0.074816704 -0.016732551 0.35643676 0.23264642 0.11300781 -0.10584729 -0.10485945 0.5381918 0.16634922 -0.043585926 -0.28074422 0.18148604 -0.38442507 -0.47951713 0.6442646 0.1861532 -0.16027798 0.062487666 0.18806772 -0.3229749 -0.18865757 -0.059849605 -0.063860506 0.55555207 -0.022222608 -0.038797066 -0.1637162 -0.06853012 -0.38842782 0.055640273 -0.7723158 0.44927165 -0.022322107 0.08646164 0.21608067 0.02576143 -0.29993248 -0.3294056 -0.25607777 -0.31304199 -0.4870103 -0.056706354 0.043076366 -0.065359235 -0.23154134 -0.1323506 0.08403149 -0.25814217 -0.09954519 -0.23075409 -0.23834991 -0.18743037 -0.41646343 -0.10768259 0.08383495 0.19717431 0.4561385 0.30892548 -0.15380657 0.15972434 -0.24045613 -0.018857142 -0.30576807 -0.07370277 -0.09587878 -0.14921844 0.48742858 0.19864862 -0.11071223 -0.24326661 -0.11011409 0.17342901 -0.3172987 0.50356317 -0.050184336 -0.305647 -0.48896307 0.12113993 -0.09718822 0.052734453 0.017285956 -0.30951434 0.12149263 -0.09652562 0.5970184 0.2293675 0.061242133 -0.020802302 -0.101912655 -0.053864643 -0.0010843385 -0.021770552 0.08422494 -0.34977794 -0.067393474
10957333	0.086874224 0.18521248 -0.36451274 -0.25039575 0.47240248 -0.10622579 -0.06804903 0.27231055 0.36077675 -0.11678714 -0.23704785 0.35803762 -0.019591626 -0.3377702 -0.23607548 0.20547105 0.21728218 0.14020453 0.1995047 0.18445526 -0.10707848 -0.055675678 0.08219799 0.294266 -0.29289627 -0.09967697 0.0011706518 0.17329648 -0.041211583 0.17348588 -0.43167737 0.4523256 -0.7982714 0.4595166 0.08730725 0.09526087 0.21200892 0.18015632 -0.021696532 0.007982711 0.31649908 0.30994675 0.036870368 -0.39825144 -0.05662374 -0.49889493 0.27036783 0.2488647 0.41831926 -0.47196004 -0.03724505 -0.16351567 -0.041476566 -0.114243075 0.25665295 -0.18761292 0.28128123 0.036284372 -0.4020765 0.05508711 0.18092343 -0.2600538 -0.12840343 -0.6734935 -0.12210986 -0.44196495 -0.123466834 0.1426988 -0.36852688 0.13191302 -0.068212606 -0.012963915 -0.1521182 -0.095408246 0.4914233 -0.039077073 -0.39618665 -0.20039041 0.0941702 0.18295142 -0.45796195 -0.34751284 -0.22795512 -0.17962398 0.021244785 0.35075897 -0.1711164 -0.24462141 -0.15243307 0.033147313 0.1684669 -0.020678468 0.27295583 -0.10697262 -0.34657553 -0.06658041 0.13187543 -0.55836594 0.2740978 0.04572156 -0.28713802 -0.096063726 0.24818195 -0.18275447 -0.16283658 -0.1980482 -0.27227423 -0.091271035 -0.33385387 -0.4291379 -0.29555756 -0.03101302 0.29506832 0.14894623 -0.13380107 0.04910868 -0.16452725 0.29372096 0.26914805 -0.23881513 0.3884593 0.60622776 -0.032940373 0.12895928 0.39880368 0.4470052 -0.049838256 0.16764095
11244355	-0.384098 -0.37689617 0.12677556 -0.3249763 0.41714254 0.16255486 -0.07537426 0.1719679 0.26519468 -0.39420828 -0.25575224 0.41178226 0.04167109 -0.31278092 0.17072593 0.0701163 -0.62395805 0.011061262 -0.19806731 0.28424984 -0.037437428 -0.2207924 0.27325514 0.24544522 -0.27470994 -0.2378593 -0.14223932 0.46015903 0.081315294 -0.02469407 0.063074656 -0.063622706 -0.1488052 0.25829744 -0.35672617 -0.26421204 0.56230456 -0.02800774 0.09071375 0.29524457 0.57419646 0.0036490741 0.11969329 -0.4001544 0.26676223 -0.51510555 0.06716663 0.05421659 0.40078488 -0.44024467 -0.3154617 -0.022661813 -0.30109373 -0.3090632 0.41628534 0.06871153 0.559389 0.3779973 -0.2077236 -0.088195406 0.14610885 -0.23181546 -0.24967581 -0.10973344 0.53893185 -0.3197932 -0.11263336 0.31296182 0.012498094 0.14645852 -0.21693945 0.015834896 0.15180244 -0.4101525 0.18921924 -0.45408106 -0.27832678 -0.009113649 0.26696232 -0.14132574 -0.16986232 -0.014498502 -0.20853758 -0.019632714 -0.04192732 0.32488576 -0.1517166 -0.1873975 0.032074586 0.07112573 0.15799992 -0.12846269 0.27167678 0.04314145 -0.082963005 -0.17040856 0.18972078 -0.51320946 0.39360726 -0.07289647 0.15532587 -0.14735396 0.29596707 -0.16683474 0.15755174 -0.12174083 0.18204647 0.20709196 -0.1283106 -0.16775596 -0.0839819 0.1915561 0.029004939 -0.037697908 -0.48511782 -0.26747033 0.08601859 0.5527516 0.07904572 -0.3566651 0.18759303 0.17963186 0.022908794 -0.11091794 0.11575001 -0.12141459 0.35629064 -0.073905624
11298561	-0.016983824 0.016476156 0.17244968 -0.25504357 0.6485213 0.048693046 0.26154804 0.19893506 0.38818642 -0.59956145 -0.012526203 0.3060613 -0.2358668 -0.23869382 -0.04587942 -0.015834011 -0.19305919 0.15654504 0.12660393 0.10308169 -0.028231664 -0.14182249 -0.11181785 0.3064243 -0.3475767 -0.2340972 0.04576414 0.36755937 0.2063746 -0.32329214 -0.31203797 0.14719947 -0.34615353 0.19054054 -0.15478322 -0.0058599985 0.6691421 0.06014971 -0.25364363 0.085445546 0.47028616 -0.05347609 -0.41916552 -0.19911517 0.06260788 -0.40377668 0.021099642 0.13600893 0.32172287 -0.7047075 -0.20753519 0.21798313 0.0056541646 -0.09918419 0.34983176 0.04460199 0.16294067 0.10134926 -0.6372157 -0.20282634 0.100773625 -0.2030068 0.011837124 -0.29402146 0.3055981 -0.20685233 0.00605392 0.37120906 -0.12223593 0.07689651 -0.06706239 0.19955936 0.10427615 -0.3503919 0.34842804 -0.26750654 -0.46282798 -0.48449966 0.110134296 -0.057846576 -0.6390643 -0.089344054 -0.27571002 -0.14709027 0.25577632 -0.06789892 -0.23738445 0.07966363 -0.12433506 0.24228664 0.24309118 0.12844051 -0.023566956 -0.19790335 -0.34085867 0.54487336 -0.1843272 -0.8817326 0.24503654 0.29435113 0.1741039 0.21310726 0.26538545 -0.25004947 -0.017760502 0.12098558 0.355453 0.059995424 -0.15877475 -0.49517393 0.36424685 -0.06499688 0.1629051 0.40667626 -0.2533362 -0.018084036 0.2037559 0.45228383 0.34553412 -0.1693451 0.33772412 -0.23165162 -0.18289807 0.17635506 0.46617383 -0.12495263 -0.08743828 -0.021545228
14875769	0.36536494 0.0077640926 -0.038210884 -0.034983963 0.03940964 0.26517215 0.094301775 0.3434098 0.1338049 -0.22681867 0.376908 0.2169167 0.4142047 -0.85316783 0.47061306 0.36328214 0.29786196 -0.060059253 -0.0070307106 -0.16470551 0.09734171 -0.4657476 0.6746673 0.13930559 0.117802225 -0.20402555 0.41810074 0.5705201 0.35063145 -0.15967977 0.31782973 0.04232439 -0.036362845 0.503137 0.1816844 0.17974754 0.35332936 -0.45975038 0.19801077 0.23624587 0.16365512 0.025438547 -0.14069915 -0.32677048 -0.21651645 -0.38307992 -0.30587816 -0.028383445 0.10698906 -0.48344767 -0.34291306 0.87932914 0.022965983 -0.45200863 0.18295468 0.47757244 0.116597384 0.24277441 -0.20282747 0.336908 0.073717035 -0.317097 0.21870714 -0.30389497 0.21809125 -0.20515081 0.21101394 -0.017448135 0.023389002 -0.22585434 0.27460784 -0.028671771 -0.58611333 -0.27874044 -0.35197037 -0.046483003 -0.24836794 -0.018482836 0.10268882 0.1193986 -0.5553805 0.07346342 0.15992573 0.1255298 -0.053505015 0.005787519 0.13046709 0.008814287 0.042131253 0.35169438 -0.015276699 -0.12367243 -0.34394667 0.095290616 0.029459417 0.29519162 -0.061087064 -0.21075958 -0.03181125 -0.0569371 -0.23218589 -0.028363198 -0.3207856 -0.46038526 0.3699175 -0.4736429 -0.053014427 0.081244 0.13812491 0.019402655 -0.20274726 0.07590205 0.7093656 0.03559889 -0.018503666 0.566172 0.017653089 0.2570492 0.39251792 -0.53809744 0.09275843 -0.09709684 0.05631018 0.32583386 0.07444209 0.2395553 0.50677717 -0.5222205
20683899	0.2595767 -0.056540586 0.12899517 -0.38314265 0.69457275 0.47691047 -0.2159741 0.20356186 -0.2549579 -0.13380371 0.38971922 0.14488101 -0.21784453 -0.22168939 0.7427345 0.43681106 -0.1162516 0.1137481 0.363885 0.2798117 0.09945316 0.16359867 0.06667797 0.20167387 0.10719865 0.065870665 0.5441771 -0.09846767 0.124717705 0.5359586 0.20522465 0.3878233 -0.044996485 -0.08019745 0.16073634 0.16429791 0.33375448 -0.55416083 -0.05538256 -0.1225433 0.32187226 0.5263496 -0.2710306 -0.2940215 0.0060433154 -0.08066807 0.028162105 0.2943203 0.3322096 -0.1589725 0.21685044 0.051199324 0.23662995 -0.027760427 0.3703905 -0.36843055 0.15762937 0.23249306 -0.05576596 -0.0033980631 -0.054472808 -0.37843162 0.27604365 -0.062128257 0.2930488 -0.044205178 0.4295759 0.20862724 0.14863192 0.22654717 -0.13809833 -0.068171486 -0.1527272 -0.23491347 -0.11881763 0.13160205 0.0250123 -0.14376979 0.08379138 0.14940718 -0.23873548 -0.09194878 -0.07976116 -0.06184822 -0.074962415 0.15353519 0.14807862 0.0564101 -0.45424908 -0.2652976 -0.065902375 -0.120831974 -0.05961946 -0.20547992 -0.0064084255 0.28344798 0.07273685 -0.41855115 0.2137179 -0.1348109 0.11035543 -0.43032497 0.1438714 -0.046991806 0.103145905 -0.06368851 0.17694418 0.18710259 0.17234032 -0.057387713 0.1615178 -0.15490025 -0.04285197 -0.041316513 0.08950874 -0.2887134 -0.5941852 -0.07340651 0.15464535 -0.16257876 0.019928232 -0.17192574 -0.34630078 -0.09798792 0.22475357 0.2032717 0.260749 0.15531789
21025885	0.30958122 -0.005397844 0.19550441 -0.39156651 0.5526243 0.4035581 -0.29173043 0.18592066 -0.28450495 -0.09745327 0.30381683 0.048645306 -0.117243946 -0.3414284 0.6131315 0.5059102 -0.06498314 0.09632315 0.36876947 0.3076077 0.11069703 0.06477967 0.10271793 0.15919262 0.01434154 0.26105487 0.39169234 -0.22516607 0.06317871 0.501232 -0.0011619988 0.40878433 0.027361669 -0.07327352 0.065291494 0.1829302 0.45991778 -0.5163348 -0.19712771 -0.03331346 0.3850237 0.5127926 -0.30350098 -0.28614587 0.08046789 -0.20839028 -0.2028828 0.272106 0.3483616 -0.041443143 0.12121374 0.09976684 0.16630203 -0.31903622 0.37046638 -0.20633116 0.1374413 0.29041946 -0.033278044 0.17071062 -0.030613175 -0.27921325 0.40304816 -0.0015167526 0.23592216 -0.06250186 0.31526566 0.21199314 0.08876982 0.21309206 -0.13194045 -0.11971591 -0.060989406 -0.21666779 -0.029326318 0.08729691 0.04614248 -0.1776011 0.20313475 0.16171667 -0.30653682 0.012558633 -0.07708256 0.06730076 -0.028369572 0.27092767 0.25987476 -0.023598554 -0.57255745 -0.20379068 -0.12275967 -0.094486706 -0.12871094 -0.116241686 -0.018781293 0.2322338 0.22222632 -0.31128094 0.10937816 -0.059319016 0.019349558 -0.38807783 0.3565905 0.0020483902 0.057363484 -0.016397575 0.15367036 0.23310453 0.1283766 -0.13331011 -0.096913666 -0.12270748 0.15519711 -0.002626006 0.13400927 -0.3480507 -0.36752683 0.20546271 0.25490823 -0.12562503 0.030486807 -0.12108914 -0.500138 0.035365142 0.33633864 0.3487284 0.010800774 0.18501216
22040386	0.114625104 0.171952 0.11429199 0.12341136 0.6545656 0.16481523 -0.060629554 0.2645195 0.09742309 0.33293888 -0.069076024 0.24497418 0.30764064 -0.19168977 0.7809762 0.23110808 0.0037168926 0.040248334 0.12159364 0.51675946 -0.16136281 0.14448985 -0.20819595 0.30511314 0.18552184 0.060382843 0.3896304 0.37000254 -0.3416111 0.3271129 -0.2938283 0.01068701 -0.17186958 -0.09025391 -0.18670559 0.53727525 0.44222075 -0.09473031 -0.26980692 0.27123925 -0.31061292 0.14983802 -0.44747892 0.1839423 -0.029538684 -0.31744337 -0.059126936 -0.04754087 0.117868304 -0.17179391 0.21027961 0.34226802 0.42166498 0.23374332 -0.09034146 0.10674038 0.13810293 0.3716233 0.11641514 0.25830507 -0.029904608 -0.49859187 -0.164449 -0.47253042 -0.020499919 -0.26746413 0.08149659 -0.030195853 0.034561723 0.12086264 0.16789345 0.24654019 0.10478494 -0.19164199 0.2364735 0.15456599 -0.14699991 -0.13898087 0.15686165 -0.035073556 -0.27347428 -0.06185519 0.20447372 -0.12524435 -0.19175516 0.55135775 0.0007424928 -0.21691225 -0.618098 0.3650453 0.13634089 -0.1468353 0.33870387 0.28998956 -0.15838303 0.21102858 0.14068192 -0.23940395 -0.007761364 0.37283364 -0.031155346 -0.070631824 0.2473133 -0.24227694 -0.392864 -0.5019224 -0.0050429176 -0.20197283 -0.2032231 -0.2943237 0.19696195 0.14459069 0.24973206 -0.04567828 -0.020083338 -0.054221343 -0.45533356 0.4098586 0.041069563 -0.34350052 -0.089428686 0.1238691 -0.105989784 -0.20444763 -0.24575856 -0.30833313 0.2209636 0.14288622
24089286	0.031943373 -0.07197052 0.108004004 -0.08840551 0.5190863 0.16290835 0.18479663 0.16234519 -0.17803267 -0.124420255 -0.13801365 -0.06616558 0.16431195 -0.33890247 0.4147677 0.16335447 -0.16888109 0.22775106 0.050105393 -0.052369304 0.04198128 -0.1596671 0.01606875 0.2057696 0.17896543 0.21897945 0.030041944 -0.09409456 -0.15689227 0.27469936 -0.11982881 0.14993063 -0.2926919 0.1302242 -0.20279208 0.193495 0.2746547 -0.2793064 -0.29042223 0.08859693 -0.04636344 0.30300638 -0.415854 -0.32823658 0.036348477 -0.2604976 0.23492979 0.010114435 -0.03203259 -0.11764725 -0.5134178 -0.4872831 0.23682691 -0.093075246 0.4822776 -0.22014028 0.34051952 0.12938088 -0.116808854 -0.30472744 -0.07672982 -0.39179683 0.35786358 -0.05447274 0.328737 -0.3951239 0.3037419 0.06667073 -0.011933276 -0.1444114 -0.28085464 -0.20383975 -0.1406232 -0.16707936 0.15298963 0.29522675 -0.52508986 -0.28009656 0.6209249 -0.07661096 0.02163374 -0.29826453 -0.105923325 -0.052322034 0.30482566 0.08055707 -0.2633111 -0.41281137 -0.13291603 -0.12485588 -0.0011520074 -0.013460348 0.031880423 0.22526577 -0.23084573 0.1300744 0.3154802 -0.63305146 -0.37678838 -0.078676976 -0.024964394 -0.22574683 0.33862484 -0.3246918 0.012645817 -0.18569967 0.09849547 0.048021626 -0.2783898 -0.6191574 -0.046946526 -0.13139598 7.123165e-05 -0.5003009 -0.115274325 0.1126488 -0.50077087 -0.19003065 0.056364372 -0.020828258 -0.40462625 0.04652766 0.16295701 -0.11613871 0.08818431 0.111268885 0.23183893 -0.19700909
